SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,DAYS_EMPLOYED_ANOM
100169,0,0,0,1,0,135000.0,540000.0,27702.0,540000.0,1,2,1,2,1,0.072508,62.42191780821918,-1765.0,-5103.0,-5229,9.0,1,0,0,1,0,0,8,1.0,1,1,5,12,0,0,0,0,0,0,57,0.8660097825914488,0.6386136180590145,0.1595195404777181,0.3423,0.142,0.9925,0.898,0.0,0.4,0.1724,0.6667,0.7083,0.0,0.2749,0.3755,0.0193,0.0164,0.3487,0.1474,0.9926,0.902,0.0,0.4028,0.1724,0.6667,0.7083,0.0,0.3003,0.3912,0.0195,0.0174,0.3456,0.142,0.9925,0.8994,0.0,0.4,0.1724,0.6667,0.7083,0.0,0.2796,0.3822,0.0194,0.0167,2,0,0.2989,4,0,0.0,0.0,0.0,0.0,-519.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,True
100170,0,1,0,1,1,337500.0,1313212.5,42493.5,1012500.0,6,1,2,1,1,0.02461,32.73424657534247,-1415.0,-5611.0,-4052,9.0,1,1,0,1,0,1,8,3.0,2,2,5,11,0,0,0,0,0,0,5,0.5067712615026179,0.6612258810815439,0.4400578303966329,0.1237,0.0595,0.9866,0.7552,0.0227,0.12,0.1034,0.375,0.2083,0.0629,0.0756,0.1239,0.0,0.0243,0.1261,0.0617,0.9866,0.7583,0.0203,0.1208,0.1034,0.375,0.2083,0.0644,0.0817,0.1291,0.0,0.0257,0.1249,0.0595,0.9866,0.7585,0.0223,0.12,0.1034,0.375,0.2083,0.064,0.077,0.1261,0.0,0.0248,0,0,0.1217,4,0,1.0,0.0,1.0,0.0,-1582.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,False
100171,0,1,1,1,0,157500.0,539100.0,29245.5,450000.0,6,6,4,1,1,0.031329,36.087671232876716,-3518.0,-6207.0,-4243,20.0,1,1,1,1,0,0,4,2.0,2,2,6,14,0,0,0,0,0,0,5,0.5067712615026179,0.6874076897321058,0.6626377922738201,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,0,0,0.0707,3,0,7.0,0.0,7.0,0.0,-2470.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,False
100172,0,0,0,1,0,76500.0,225000.0,12334.5,225000.0,6,6,4,0,1,0.010966,42.175342465753424,-967.0,-5389.0,-5433,9.0,1,1,0,1,0,0,8,2.0,2,2,5,10,0,0,0,0,1,1,5,0.5067712615026179,0.3488858471220637,0.5352762504724826,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,0,0,0.0707,3,0,4.0,2.0,4.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,False
100184,0,0,0,1,0,112500.0,256032.0,10759.5,180000.0,6,2,4,4,1,0.0196889999999999,57.945205479452056,-1765.0,-4157.0,-4658,9.0,1,0,0,1,0,0,8,1.0,2,2,4,11,0,0,0,0,0,0,57,0.5067712615026179,0.2631011921849177,0.4740512892789932,0.1361,0.0781,0.9826,0.762,0.0573,0.0,0.069,0.1667,0.2083,0.0645,0.0756,0.0488,0.0,0.0284,0.1387,0.077,0.9826,0.7713,0.0579,0.0,0.069,0.1667,0.2083,0.066,0.0817,0.0509,0.0,0.0301,0.1374,0.0778,0.9826,0.7652,0.0577,0.0,0.069,0.1667,0.2083,0.0656,0.077,0.0497,0.0,0.029,2,0,0.0759,5,0,1.0,0.0,1.0,0.0,-672.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,True
100187,0,0,0,1,0,225000.0,501363.0,25726.5,418500.0,1,1,1,1,1,0.031329,57.64383561643836,-2467.0,-918.0,-3663,9.0,1,1,0,1,1,0,8,2.0,2,2,4,12,0,0,0,0,0,0,42,0.5067712615026179,0.266212100961842,0.5954562029091491,0.0722,0.0781,0.9965,0.7552,0.0227,0.04,0.0345,0.5,0.2083,0.0483,0.0756,0.0986,0.0,0.0843,0.0735,0.077,0.9965,0.7583,0.0203,0.0403,0.0345,0.5,0.2083,0.0462,0.0817,0.1027,0.0,0.0893,0.0729,0.0778,0.9965,0.7585,0.0223,0.04,0.0345,0.5,0.2083,0.0488,0.077,0.1004,0.0,0.0861,0,0,0.1175,5,0,5.0,1.0,5.0,1.0,-1792.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
100212,0,0,1,0,0,90000.0,450000.0,23107.5,450000.0,6,6,3,1,1,0.005002,43.21369863013699,-1310.0,-7173.0,-5049,22.0,1,1,0,1,0,0,3,2.0,3,3,1,15,0,0,0,0,0,0,42,0.5067712615026179,0.7629532085826144,0.3572932680336494,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,0,0,0.0707,3,0,5.0,0.0,5.0,0.0,-2865.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
100222,0,0,1,1,0,360000.0,945000.0,34074.0,945000.0,6,6,4,1,1,0.030755,48.75616438356165,-2785.0,-2296.0,-1224,1.0,1,1,0,1,0,0,8,2.0,2,2,6,12,0,0,0,0,0,0,42,0.5067712615026179,0.6786018822974562,0.2539628093363117,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,0,0,0.0707,3,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,False
100223,0,0,0,0,0,180000.0,490374.0,35811.0,400500.0,6,1,1,1,1,0.00496,35.6,-2055.0,-164.0,-3461,9.0,1,1,0,1,0,0,10,2.0,2,2,1,11,0,0,0,0,0,0,50,0.4477538250164531,0.7858814044490458,0.6127042441012546,0.1129,0.0781,0.9876,0.7552,0.0227,0.0,0.3103,0.1875,0.2083,0.0114,0.0756,0.077,0.0,0.0038,0.0998,0.077,0.9866,0.7583,0.0203,0.0,0.2759,0.1667,0.2083,0.0116,0.0817,0.0751,0.0,0.0012,0.114,0.0778,0.9876,0.7585,0.0223,0.0,0.3103,0.1875,0.2083,0.0116,0.077,0.0776,0.0,0.0031,0,0,0.0856,5,0,2.0,0.0,1.0,0.0,-1967.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,False
100232,0,0,0,0,1,102150.0,335592.0,21577.5,265500.0,6,6,1,1,1,0.00496,39.57534246575342,-1751.0,-2204.0,-5049,9.0,1,1,0,1,0,0,3,3.0,2,2,4,15,0,0,0,0,0,0,39,0.5067712615026179,0.7845722127718678,0.5673792367572691,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,0,0,0.0707,3,0,0.0,0.0,0.0,0.0,-551.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False
100241,0,0,0,0,0,67500.0,431280.0,17797.5,360000.0,6,6,4,1,4,0.015221,25.16986301369863,-270.0,-3663.0,-725,9.0,1,1,1,1,0,0,8,2.0,2,2,0,14,1,1,0,1,1,1,5,0.5067712615026179,0.0909218916196025,0.633031641417419,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,0,0,0.0707,3,0,0.0,0.0,0.0,0.0,-247.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False
100245,0,0,0,0,0,112500.0,364896.0,20947.5,315000.0,6,6,2,1,1,0.016612,36.61643835616438,-1397.0,-5725.0,-5788,9.0,1,1,0,1,0,0,8,2.0,2,2,0,17,0,0,0,0,0,0,17,0.637953185640725,0.6708899286421401,0.5460231970049609,0.1814,0.0292,0.9752,0.66,0.0194,0.0,0.0345,0.1667,0.2083,0.0759,0.1471,0.0898,0.0039,0.006,0.1849,0.0303,0.9752,0.6733,0.0196,0.0,0.0345,0.1667,0.2083,0.0777,0.1607,0.0935,0.0039,0.0064,0.1832,0.0292,0.9752,0.6645,0.0195,0.0,0.0345,0.1667,0.2083,0.0773,0.1496,0.0914,0.0039,0.0062,2,0,0.0825,5,0,1.0,0.0,1.0,0.0,-2264.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,False
100253,0,0,1,1,0,171000.0,819792.0,39568.5,720000.0,1,1,4,2,1,0.010966,42.824657534246576,-3060.0,-1545.0,-3162,1.0,1,1,0,1,0,0,0,1.0,2,2,5,14,0,0,0,0,0,0,5,0.3987508957507237,0.6083332060612188,0.6769925032909132,0.3309,0.2276,0.9856,0.8028,0.151,0.36,0.3103,0.3333,0.375,0.0483,0.269,0.2138,0.0039,0.0103,0.3372,0.2362,0.9856,0.8105,0.1524,0.3625,0.3103,0.3333,0.375,0.0462,0.2938,0.2227,0.0039,0.0109,0.3341,0.2276,0.9856,0.8054,0.1519,0.36,0.3103,0.3333,0.375,0.0488,0.2736,0.2176,0.0039,0.0106,1,0,0.2529,0,0,0.0,0.0,0.0,0.0,-2302.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,False
100256,0,1,1,1,0,121500.0,119925.0,13563.0,112500.0,6,6,4,3,1,0.019101,27.73972602739726,-1161.0,-239.0,-2335,19.0,1,1,0,1,0,0,3,1.0,2,2,6,15,0,0,0,0,0,0,51,0.5067712615026179,0.4966999265160138,0.3201633668633456,0.0804,0.0938,0.9886,0.8436,0.1385,0.0,0.2069,0.1667,0.0417,0.0315,0.0656,0.0822,0.0,0.0,0.0819,0.0974,0.9886,0.8497,0.1398,0.0,0.2069,0.1667,0.0417,0.0322,0.0716,0.0857,0.0,0.0,0.0812,0.0938,0.9886,0.8457,0.1394,0.0,0.2069,0.1667,0.0417,0.0321,0.0667,0.0837,0.0,0.0,2,0,0.0757,5,0,0.0,0.0,0.0,0.0,-1198.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,6.0,False
100271,0,0,1,1,0,270000.0,1800000.0,98770.5,1800000.0,6,2,4,1,1,0.026392,63.394520547945206,-1765.0,-262.0,-4637,0.0,1,0,0,1,0,0,8,2.0,2,2,1,11,0,0,0,0,0,0,57,0.5067712615026179,0.7494215648098264,0.7209441499436497,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,0,0,0.0707,3,0,2.0,0.0,2.0,0.0,-2023.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,6.0,True
100278,0,0,0,1,1,121500.0,450000.0,35685.0,450000.0,6,6,4,1,1,0.005002,29.682191780821917,-1787.0,-4039.0,-365,9.0,1,1,1,1,0,0,14,3.0,3,3,5,15,0,0,0,0,0,0,5,0.4306276617744951,0.472078723935541,0.3001077565791181,0.0062,0.0781,0.9657,0.5308,0.0227,0.0,0.1379,0.0,0.2083,0.0483,0.005,0.0022,0.0,0.0,0.0063,0.077,0.9657,0.5492,0.0203,0.0,0.1379,0.0,0.2083,0.0462,0.0055,0.0023,0.0,0.0,0.0062,0.0778,0.9657,0.5371,0.0223,0.0,0.1379,0.0,0.2083,0.0488,0.0051,0.0023,0.0,0.0,3,0,0.0028,6,0,5.0,1.0,5.0,1.0,-358.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,False
100280,0,1,1,1,2,405000.0,513040.5,61015.5,472500.0,6,1,2,1,1,0.04622,39.293150684931504,-976.0,-2238.0,-1168,3.0,1,1,0,1,0,1,10,4.0,1,1,5,10,0,1,1,0,0,0,5,0.857563772195475,0.7458858805173066,0.6817058776720116,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,0,0,0.0707,3,0,0.0,0.0,0.0,0.0,-329.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False
100306,0,1,0,0,0,112500.0,360000.0,28570.5,360000.0,6,6,4,3,5,0.010032,23.953424657534246,-253.0,-8712.0,-1416,9.0,1,1,0,1,0,0,14,1.0,2,2,4,5,0,0,0,0,0,0,5,0.5067712615026179,0.3834644932070785,0.4920600938649263,0.0134,0.0781,0.9816,0.7552,0.0227,0.0,0.069,0.0417,0.2083,0.0483,0.0756,0.0062,0.0,0.0038,0.0137,0.077,0.9816,0.7583,0.0203,0.0,0.069,0.0417,0.2083,0.0462,0.0817,0.0065,0.0,0.0012,0.0135,0.0778,0.9816,0.7585,0.0223,0.0,0.069,0.0417,0.2083,0.0488,0.077,0.0063,0.0,0.0031,0,0,0.0068,6,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False
100311,0,0,0,1,0,175500.0,247500.0,12766.5,247500.0,6,6,4,1,1,0.018209,48.51780821917808,-3910.0,-9194.0,-1265,9.0,1,1,0,1,0,1,11,2.0,3,3,3,11,0,0,0,0,0,0,11,0.6696215496138287,0.3121728034737758,0.164414178829907,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,0,0,0.0707,3,0,0.0,0.0,0.0,0.0,-1098.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,5.0,False
100312,0,1,0,0,0,67500.0,463500.0,33921.0,463500.0,5,2,4,1,1,0.009175,63.87123287671233,-1765.0,-1806.0,-5207,9.0,1,0,0,1,1,0,8,2.0,2,2,0,18,0,0,0,0,0,0,57,0.7180567240139539,0.4818925139065904,0.8214433128935934,0.1098,0.104,0.9925,0.7552,0.0227,0.1,0.0862,0.375,0.2083,0.0181,0.0756,0.1467,0.0,0.0051,0.0567,0.1079,0.9881,0.7583,0.0203,0.0403,0.0345,0.375,0.2083,0.0185,0.0817,0.099,0.0,0.0054,0.1109,0.104,0.9925,0.7585,0.0223,0.1,0.0862,0.375,0.2083,0.0184,0.077,0.1494,0.0,0.0052,0,0,0.1572,5,0,4.0,0.0,4.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,True
100330,0,0,1,1,0,211500.0,539100.0,27652.5,450000.0,6,6,4,1,1,0.020713,38.082191780821915,-2292.0,-308.0,-5677,21.0,1,1,0,1,0,1,3,2.0,3,3,6,9,0,0,0,0,0,0,35,0.3228945706861466,0.5061354324171047,0.4920600938649263,0.0082,0.0327,0.9811,0.7552,0.0227,0.0,0.0345,0.0417,0.2083,0.0227,0.0756,0.0062,0.0,0.0,0.0084,0.034,0.9811,0.7583,0.0203,0.0,0.0345,0.0417,0.2083,0.0232,0.0817,0.0065,0.0,0.0,0.0083,0.0327,0.9811,0.7585,0.0223,0.0,0.0345,0.0417,0.2083,0.0231,0.077,0.0064,0.0,0.0,0,0,0.0054,5,0,10.0,0.0,9.0,0.0,-998.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,False
100331,0,1,1,1,0,225000.0,792162.0,40576.5,630000.0,6,6,1,1,4,0.0084739999999999,48.9972602739726,-2634.0,-7177.0,-1057,13.0,1,1,0,1,0,0,4,2.0,2,2,4,14,1,1,1,1,1,1,5,0.5067712615026179,0.7564625800013871,0.5190973382084597,0.268,0.0564,0.9856,0.7552,0.0227,0.08,0.069,0.3333,0.2083,0.0098,0.0756,0.0823,0.0,0.0038,0.2731,0.0586,0.9856,0.7583,0.0203,0.0806,0.069,0.3333,0.2083,0.01,0.0817,0.0858,0.0,0.0012,0.2706,0.0564,0.9856,0.7585,0.0223,0.08,0.069,0.3333,0.2083,0.01,0.077,0.0838,0.0,0.0031,0,1,0.1355,5,0,0.0,0.0,0.0,0.0,-866.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,False
100352,0,1,1,1,1,180000.0,729792.0,37390.5,630000.0,6,3,4,1,1,0.031329,51.85753424657534,-1555.0,-6615.0,-2457,3.0,1,1,0,1,0,1,4,3.0,2,2,6,9,0,0,0,0,0,0,30,0.5363793062797462,0.672240432121728,0.1852020815902493,0.0928,0.0781,0.9816,0.7552,0.0227,0.0,0.1379,0.1667,0.2083,0.0483,0.0756,0.077,0.0,0.0038,0.0851,0.077,0.9816,0.7583,0.0203,0.0,0.1379,0.1667,0.2083,0.0462,0.0817,0.0751,0.0,0.0012,0.0926,0.0778,0.9816,0.7585,0.0223,0.0,0.1379,0.1667,0.2083,0.0488,0.077,0.0776,0.0,0.0031,0,0,0.0707,3,0,6.0,0.0,6.0,0.0,-1895.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,False
100358,0,0,0,1,0,202500.0,798777.0,51178.5,697500.0,6,6,4,1,1,0.018029,50.827397260273976,-2425.0,-3294.0,-2096,9.0,1,1,0,1,0,0,8,2.0,3,3,2,10,0,0,0,0,0,0,5,0.6707215946089536,0.2906310801784493,0.445396241560834,0.0082,0.0781,0.9717,0.7552,0.0227,0.0,0.0345,0.0417,0.2083,0.0163,0.0756,0.0084,0.0,0.0038,0.0084,0.077,0.9717,0.7583,0.0203,0.0,0.0345,0.0417,0.2083,0.0167,0.0817,0.0088,0.0,0.0012,0.0083,0.0778,0.9717,0.7585,0.0223,0.0,0.0345,0.0417,0.2083,0.0166,0.077,0.0086,0.0,0.0031,0,0,0.0073,6,0,0.0,0.0,0.0,0.0,-1766.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,6.0,False
100367,0,1,1,0,0,157500.0,261000.0,26874.0,261000.0,6,6,4,1,1,0.0145199999999999,54.35616438356164,-3761.0,-1325.0,-3323,14.0,1,1,0,1,0,0,8,2.0,2,2,4,10,0,0,0,0,0,0,13,0.5067712615026179,0.5092289549980366,0.656158373001177,0.0928,0.0534,0.9841,0.762,0.0227,0.0532,0.1838,0.2221,0.2083,0.0585,0.0756,0.1123,0.0,0.0007,0.0945,0.0,0.9786,0.7190000000000001,0.0203,0.0,0.2069,0.1667,0.2083,0.0198,0.0817,0.0957,0.0,0.0,0.0937,0.0534,0.9866,0.7652,0.0223,0.0,0.2069,0.1667,0.2083,0.0595,0.077,0.0949,0.0,0.0,0,0,0.0724,4,0,2.0,0.0,2.0,0.0,-1780.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,False
100382,0,1,1,0,1,180000.0,431280.0,22149.0,360000.0,6,6,1,1,1,0.0072739999999999,32.18082191780822,-1804.0,-1095.0,-2911,22.0,1,1,0,1,1,1,10,3.0,2,2,5,14,0,0,0,0,0,0,5,0.5067712615026179,0.3785445267666673,0.164414178829907,0.0577,0.086,0.9747,0.6532,0.0062,0.0,0.1379,0.125,0.1667,0.038,0.0471,0.0554,0.0,0.0,0.0588,0.0892,0.9747,0.6668,0.0062,0.0,0.1379,0.125,0.1667,0.0389,0.0514,0.0577,0.0,0.0,0.0583,0.086,0.9747,0.6578,0.0062,0.0,0.1379,0.125,0.1667,0.0387,0.0479,0.0564,0.0,0.0,2,0,0.047,5,0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,False
100384,0,0,0,1,0,112500.0,360000.0,28570.5,360000.0,6,3,1,1,5,0.018209,32.85205479452055,-1303.0,-5282.0,-936,9.0,1,1,0,1,0,0,11,2.0,3,3,6,13,0,0,0,0,0,0,30,0.6403608878311089,0.3942681389792175,0.5190973382084597,0.1701,0.0,0.9771,0.6872,0.0365,0.0,0.1034,0.1667,0.2083,0.0631,0.1378,0.0613,0.0039,0.0,0.1733,0.0,0.9772,0.6994,0.0368,0.0,0.1034,0.1667,0.2083,0.0646,0.1506,0.0638,0.0039,0.0,0.1718,0.0,0.9771,0.6914,0.0367,0.0,0.1034,0.1667,0.2083,0.0642,0.1402,0.0624,0.0039,0.0,2,0,0.0681,5,0,0.0,0.0,0.0,0.0,-213.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,False
